Sweden, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 21/03/2016
Year    ARDY   Cohort        ASFR
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00000
1978     14     1964      0.00012
1978     15     1963      0.00063
1978     16     1962      0.00229
1978     17     1961      0.00831
1978     18     1960      0.02050
1978     19     1959      0.03777
1978     20     1958      0.05884
1978     21     1957      0.07665
1978     22     1956      0.09158
1978     23     1955      0.10659
1978     24     1954      0.11531
1978     25     1953      0.12444
1978     26     1952      0.12740
1978     27     1951      0.12223
1978     28     1950      0.11611
1978     29     1949      0.10574
1978     30     1948      0.09540
1978     31     1947      0.07994
1978     32     1946      0.06578
1978     33     1945      0.05639
1978     34     1944      0.04510
1978     35     1943      0.03577
1978     36     1942      0.03047
1978     37     1941      0.02386
1978     38     1940      0.01699
1978     39     1939      0.01197
1978     40     1938      0.00915
1978     41     1937      0.00627
1978     42     1936      0.00373
1978     43     1935      0.00217
1978     44     1934      0.00122
1978     45     1933      0.00057
1978     46     1932      0.00034
1978     47     1931      0.00018
1978     48     1930      0.00009
1978     49     1929      0.00000
1978     50     1928      0.00000
1978     51     1927      0.00000
1978     52     1926      0.00000
1978     53     1925      0.00000
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00002
1979     14     1965      0.00008
1979     15     1964      0.00045
1979     16     1963      0.00209
1979     17     1962      0.00811
1979     18     1961      0.01807
1979     19     1960      0.03605
1979     20     1959      0.05380
1979     21     1958      0.07282
1979     22     1957      0.08903
1979     23     1956      0.10231
1979     24     1955      0.11935
1979     25     1954      0.12652
1979     26     1953      0.12974
1979     27     1952      0.13101
1979     28     1951      0.12441
1979     29     1950      0.11474
1979     30     1949      0.10059
1979     31     1948      0.08654
1979     32     1947      0.07243
1979     33     1946      0.06083
1979     34     1945      0.04845
1979     35     1944      0.04081
1979     36     1943      0.03285
1979     37     1942      0.02537
1979     38     1941      0.01946
1979     39     1940      0.01404
1979     40     1939      0.01057
1979     41     1938      0.00688
1979     42     1937      0.00482
1979     43     1936      0.00302
1979     44     1935      0.00136
1979     45     1934      0.00056
1979     46     1933      0.00036
1979     47     1932      0.00011
1979     48     1931      0.00000
1979     49     1930      0.00002
1979     50     1929      0.00000
1979     51     1928      0.00000
1979     52     1927      0.00000
1979     53     1926      0.00000
1979     54     1925      0.00000
1979     55+    1924-     0.00000
1980     12-    1968+     0.00000
1980     13     1967      0.00003
1980     14     1966      0.00010
1980     15     1965      0.00053
1980     16     1964      0.00174
1980     17     1963      0.00695
1980     18     1962      0.01658
1980     19     1961      0.03303
1980     20     1960      0.05389
1980     21     1959      0.07080
1980     22     1958      0.08836
1980     23     1957      0.10438
1980     24     1956      0.11830
1980     25     1955      0.12535
1980     26     1954      0.13117
1980     27     1953      0.13139
1980     28     1952      0.12776
1980     29     1951      0.11648
1980     30     1950      0.10378
1980     31     1949      0.09160
1980     32     1948      0.07620
1980     33     1947      0.06428
1980     34     1946      0.05316
1980     35     1945      0.04106
1980     36     1944      0.03399
1980     37     1943      0.02661
1980     38     1942      0.02008
1980     39     1941      0.01504
1980     40     1940      0.01022
1980     41     1939      0.00754
1980     42     1938      0.00439
1980     43     1937      0.00242
1980     44     1936      0.00157
1980     45     1935      0.00084
1980     46     1934      0.00024
1980     47     1933      0.00012
1980     48     1932      0.00005
1980     49     1931      0.00000
1980     50     1930      0.00000
1980     51     1929      0.00000
1980     52     1928      0.00000
1980     53     1927      0.00000
1980     54     1926      0.00000
1980     55+    1925-     0.00000
1981     12-    1969+     0.00000
1981     13     1968      0.00000
1981     14     1967      0.00005
1981     15     1966      0.00047
1981     16     1965      0.00151
1981     17     1964      0.00632
1981     18     1963      0.01523
1981     19     1962      0.02998
1981     20     1961      0.04784
1981     21     1960      0.06845
1981     22     1959      0.08104
1981     23     1958      0.10053
1981     24     1957      0.11297
1981     25     1956      0.12104
1981     26     1955      0.12553
1981     27     1954      0.12674
1981     28     1953      0.12456
1981     29     1952      0.11170
1981     30     1951      0.10569
1981     31     1950      0.09163
1981     32     1949      0.07847
1981     33     1948      0.06398
1981     34     1947      0.05440
1981     35     1946      0.04485
1981     36     1945      0.03346
1981     37     1944      0.02685
1981     38     1943      0.01958
1981     39     1942      0.01521
1981     40     1941      0.01014
1981     41     1940      0.00698
1981     42     1939      0.00515
1981     43     1938      0.00307
1981     44     1937      0.00139
1981     45     1936      0.00074
1981     46     1935      0.00030
1981     47     1934      0.00005
1981     48     1933      0.00014
1981     49     1932      0.00000
1981     50     1931      0.00000
1981     51     1930      0.00000
1981     52     1929      0.00000
1981     53     1928      0.00000
1981     54     1927      0.00000
1981     55+    1926-     0.00000
1982     12-    1970+     0.00000
1982     13     1969      0.00000
1982     14     1968      0.00011
1982     15     1967      0.00034
1982     16     1966      0.00150
1982     17     1965      0.00547
1982     18     1964      0.01260
1982     19     1963      0.02679
1982     20     1962      0.04819
1982     21     1961      0.06213
1982     22     1960      0.07983
1982     23     1959      0.09383
1982     24     1958      0.10740
1982     25     1957      0.12044
1982     26     1956      0.12604
1982     27     1955      0.12642
1982     28     1954      0.12546
1982     29     1953      0.11521
1982     30     1952      0.10404
1982     31     1951      0.09332
1982     32     1950      0.08066
1982     33     1949      0.06859
1982     34     1948      0.05567
1982     35     1947      0.04451
1982     36     1946      0.03589
1982     37     1945      0.02710
1982     38     1944      0.02040
1982     39     1943      0.01594
1982     40     1942      0.01046
1982     41     1941      0.00754
1982     42     1940      0.00479
1982     43     1939      0.00291
1982     44     1938      0.00150
1982     45     1937      0.00095
1982     46     1936      0.00020
1982     47     1935      0.00028
1982     48     1934      0.00012
1982     49     1933      0.00002
1982     50     1932      0.00000
1982     51     1931      0.00002
1982     52     1930      0.00000
1982     53     1929      0.00000
1982     54     1928      0.00000
1982     55+    1927-     0.00000
1983     12-    1971+     0.00000
